Story Date,Story URL,Headline,Claim URL,Claimed By,What (Claim),About Subject,About Person,Language,Image
19th Sep 2023,https://www.vishvasnews.com/politics/fact-check-old-video-of-gorakhpur-mp-ravi-kishan-goes-viral-with-misleading-claims/,Fact Check : गोरखपुर के सांसद रवि किशन का पुराना वीडियो भ्रामक दावे के साथ वायरल,https://www.facebook.com/Congressekivaj/posts/3565856603663222/,FB Page 'कांग्रेस एक विचार धा,फेसबुक पेज \'कांग्रेस एक विचार धारा\' (आर्काइव) ने 12 सितम्बर को यह वीडियो पोस्‍ट किया। वीडियो में रवि किशन बोलते हैं,रवि किशन,फेसबुक पेज ‘कांग्रेस एक विचार धारा‘,Hindi,
10th Jun 2023,https://www.vishvasnews.com/politics/fact-check-old-video-of-iftar-party-being-shared-with-karnataka-election-victory/,"Fact Check : सिद्धारमैया का यह वीडियो 2022 इफ्तार पार्टी का है, कर्नाटक चुनाव से संबंधित नहीं",https://www.facebook.com/rameshchand.sharma.756/posts/6341780009194347/,फेसबुक यूजर रमेश चंद शर्मा,सीएम सिद्धारमैया ने कर्नाटक में चुनाव जीतने के बाद मुस्लिम समुदाय के लोगों के साथ मनाया जश्न।,Karnataka Elections,Siddaramaiah,Hindi,
8th Sep 2023,https://www.vishvasnews.com/politics/fact-check-old-video-of-krishna-janmashtami-2023-celebration-at-srinagar-lal-chowk-goes-viral/,"Fact Check : श्रीनगर के लाल चौक पर जन्माष्टमी पर निकाली गई झांकी का वायरल वीडियो साल 2021 का है, हाल का नहीं",https://www.facebook.com/groups/832267403929874/posts/1646740045815935,फेसबुक यूजर- Lovey Talooja,आज कश्मीर के श्रीनगर के लालचौक से निकलती जन्माष्टमी की झांकी।,Janmashthmi,No,Hindi,
26th Jul 2023,https://www.vishvasnews.com/politics/fact-check-old-video-of-manoj-tiwari-is-being-shared-with-a-fake-claim-associating-it-with-jyoti-maurya-case/,"Fact Check : ज्‍योति मौर्या को लेकर मनोज तिवारी ने नहीं दिया यह बयान, फर्जी है वायरल वीडियो",https://www.facebook.com/watch/?v=6534823756575740,Facebook Page Bihar Tv,ज्योति मौर्य को लेकर मनोज तिवारी ने कही ये बात,Manoj Tiwari supported Aalok MAurya,Manoj Tiwari,Hindi,
18th Jul 2023,https://www.vishvasnews.com/politics/fact-check-old-video-of-pm-modi-being-linked-to-seema-haider-case-viral-with-false-claims/,Fact Check : सीमा हैदर मामले से जोड़कर पीएम मोदी के पुराने वीडियो को गलत दावों के साथ किया जा रहा वायरल,https://www.facebook.com/profile.php?id=100089834538072,फेसबुक यूजर एसएफ,प्रधानमंत्री नरेंद्र मोदी ने सीमा हैदर को गिरफ्तार करने की घोषणा की।,seema haider,PM Modi,Hindi,
8th Sep 2023,https://www.vishvasnews.com/politics/fact-check-old-video-of-pm-modi-circulating-with-misleading-claims-about-i-n-d-i-a-alliance/,Fact Check: प्रधानमंत्री मोदी के पुराने वीडियो को I.N.D.I.A अलायंस से जोड़कर किया जा रहा है वायरल,https://www.facebook.com/permalink.php?story_fbid=pfbid021MdxqBn9CnwRzwC1WBLXAQ9BjjtJbxtZP2xTTGYYkh32NvUeg52S6QKYUsZMvmVhl&id=100027466985904,Facebook user Rajesh Kumar,प्रधानमंत्री नरेंद्र मोदी ने भी इंडिया अलायन्स के लिए वोट माँगा।,India Alliance,फेसबुक यूजर राजेश कुमार,Hindi,
17th Jul 2023,https://www.vishvasnews.com/politics/fact-check-old-video-of-pm-modi-viral-with-fake-and-fabricated-claim/,Fact Check: PM मोदी के पुराने वीडियो को फर्जी और मनगढ़ंत दावे के साथ किया गया वायरल,https://www.facebook.com/100080511686342/videos/997858264993451,फेसबुक पेज- Bhakt News,SDM ज्योति मौर्या के बारे में PM नरेंद्र मोदी और अमित शाह का बयान।,Jyoti Morya,PM Modi,Hindi,
20th Jul 2023,https://www.vishvasnews.com/politics/fact-check-old-video-of-police-lathicharge-to-control-crowd-shared-with-misleading-claim-of-kanwariyas-being-thrashed-in-bengal/,Fact Check : भीड़ को काबू में करने के लिए पुलिस के लाठीचार्ज के पुराने वीडियो को बंगाल में कांवड़ियों की पिटाई के भ्रामक दावे से किया जा वायरल,https://www.facebook.com/100009052724873/posts/799559044964115/,फेसबुक यूजर अशीष दास,बंगाल में कांवड़ यात्रियों के साथ मारपीट का वीडियो।,lathicharge on kanwariyas,Mamata Banerjee,Hindi,
27th Jul 2023,https://www.vishvasnews.com/politics/fact-check-old-video-of-woman-tearing-bjp-poster-viral-with-pm-modis-statement-on-new-name-of-opposition-alliance/,Fact Check : BJP का पोस्टर फाड़ रही महिला के पुराने वीडियो को PM MODI के विपक्षी गठबंधन के नए नाम पर दिए गए बयान से जोड़कर किया जा रहा वायरल,women harassment,ट्विटर यूजर 'शांतनु',महिला इंडिया’ की तुलना इंडियन मुजाहिदीन से करने पर बीजेपी और मोदी के पोस्टर फाड़ रही है।,Tearing BJP Poster,BJP,Hindi,
7th Sep 2023,https://www.vishvasnews.com/politics/fact-check-old-video-viral-again-of-shoes-thrown-on-chief-minister-shivraj-singh-chauhan-in-madhya-pradesh/,Fact Check : शिवराज सिंह चौहान की ओर जूता फेंकने का पांच साल पुराना वीडियो फिर से वायरल,https://www.facebook.com/mohammad.arif.1466126/videos/1066221904746579,फेसबुक यूजर मोहम्‍मद आरिफ,मुख्‍यमंत्री शिवराज सिंह चौहान पर जूता फेंका गया,Against Shivraj singh,MP CM,Hindi,
15th Apr 2023,https://www.vishvasnews.com/politics/fact-check-once-again-fake-statement-in-the-name-of-nirav-modi-went-viral/,Fact Check : नीरव मोदी के नाम से एक बार फिर फर्जी बयान हुआ वायरल,https://www.facebook.com/photo/?fbid=781546636690003&set=pb.100045040216072.-2207520000.,फेसबुक यूजर Munmohan Mishra,नीरव मोदी का लंदन कोर्ट में खुलासा..546 करोड़ अमीशन दिया भाजपा नेताओं।,BJP,Nirav Modi,Hindi,
